city,city_ascii,lat,lng,pop,country,iso2,iso3,province,id
Qal eh-ye Now,Qal eh-ye,34.98300013,63.13329964,2997,Afghanistan,AF,AFG,Badghis,1
Chaghcharan,Chaghcharan,34.5167011,65.25000063,15000,Afghanistan,AF,AFG,Ghor,2
Lashkar Gah,Lashkar Gah,31.58299802,64.35999955,201546,Afghanistan,AF,AFG,Hilmand,3
Zaranj,Zaranj,31.11200108,61.88699752,49851,Afghanistan,AF,AFG,Nimroz,4
Tarin Kowt,Tarin Kowt,32.63329815,65.86669865,10000,Afghanistan,AF,AFG,Uruzgan,5
Zareh Sharan,Zareh Sharan,32.85000016,68.41670453,13737,Afghanistan,AF,AFG,Paktika,6
Asadabad,Asadabad,34.86600004,71.15000459,48400,Afghanistan,AF,AFG,Kunar,7
Taloqan,Taloqan,36.72999904,69.54000364,64256,Afghanistan,AF,AFG,Takhar,8
Mahmud-E Eraqi,Mahmud-E Eraqi,35.01669608,69.33330065,7407,Afghanistan,AF,AFG,Kapisa,9
Mehtar Lam,Mehtar Lam,34.65000001,70.16670052,17345,Afghanistan,AF,AFG,Laghman,10
Baraki Barak,Baraki Barak,33.9667021,68.96670354,22305,Afghanistan,AF,AFG,Logar,11
Aybak,Aybak,36.26100015,68.04000051,24000,Afghanistan,AF,AFG,Samangan,12
Mayda Shahr,Mayda Shahr,34.45000209,68.79999663,35008,Afghanistan,AF,AFG,Wardak,13
Karokh,Karokh,34.48676963,62.59177608,14388.5,Afghanistan,AF,AFG,Hirat,14
Sheberghan,Sheberghan,36.65798077,65.73830237,74441,Afghanistan,AF,AFG,Jawzjan,15
Pol-e Khomri,Pol-e Khomri,35.95107302,68.70111894,41029,Afghanistan,AF,AFG,Baghlan,16
Balkh,Balkh,36.75011985,66.89973018,147426,Afghanistan,AF,AFG,Balkh,17
Meymaneh,Meymaneh,35.93022158,64.77009273,199795,Afghanistan,AF,AFG,Faryab,18
Andkhvoy,Andkhvoy,36.93165916,65.10149369,50469,Afghanistan,AF,AFG,Faryab,19
Qalat,Qalat,32.11226341,66.8867594,12191,Afghanistan,AF,AFG,Zabul,20
Ghazni,Ghazni,33.56331179,68.41782873,129892.5,Afghanistan,AF,AFG,Ghazni,21
Feyzabad,Feyzabad,37.12976076,70.57924719,52490,Afghanistan,AF,AFG,Badakhshan,22
Kondoz,Kondoz,36.72795066,68.87252966,210855.5,Afghanistan,AF,AFG,Kunduz,23
Jalalabad,Jalalabad,34.44152692,70.43610347,401697,Afghanistan,AF,AFG,Nangarhar,24
Charikar,Charikar,35.01826174,69.16791215,53676,Afghanistan,AF,AFG,Parwan,25
Gardiz,Gardiz,33.60005373,69.21462764,82680.5,Afghanistan,AF,AFG,Paktya,26
Bamian,Bamian,34.82106447,67.52103593,61863,Afghanistan,AF,AFG,Bamyan,27
Baghlan,Baghlan,36.13933026,68.69925858,163598.5,Afghanistan,AF,AFG,Baghlan,28
Farah,Farah,32.39172955,62.09681921,58604,Afghanistan,AF,AFG,Farah,29
Herat,Herat,34.33000917,62.16999304,439232.5,Afghanistan,AF,AFG,Hirat,30
Mazar-e Sharif,Mazar-e Sharif,36.69999371,67.10002803,365432.5,Afghanistan,AF,AFG,Balkh,31
Kandahar,Kandahar,31.61002016,65.69494584,613871,Afghanistan,AF,AFG,Kandahar,32
Kabul,Kabul,34.51669029,69.18326005,3160266,Afghanistan,AF,AFG,Kabul,33
Mariehamn,Mariehamn,60.09699618,19.94900447,10682,Aland,AX,ALD,Finström,34
Kruje,Kruje,41.51899817,19.79700359,21286,Albania,AL,ALB,Durrës,35
Fier,Fier,40.73000402,19.5730026,69747.5,Albania,AL,ALB,Fier,36
Lushnje,Lushnje,40.94000113,19.71600348,41469,Albania,AL,ALB,Fier,37
Puke,Puke,42.03330302,19.88330448,6495,Albania,AL,ALB,Shkodër,38
Bajram Curri,Bajram Curri,42.33330007,20.08330257,7967,Albania,AL,ALB,Kukës,39
Kukes,Kukes,42.08300107,20.43399653,17832,Albania,AL,ALB,Kukës,40
Sarande,Sarande,39.87700212,19.99999859,15147,Albania,AL,ALB,Vlorë,41
Erseke,Erseke,40.33330213,20.68329651,7890,Albania,AL,ALB,Korçë,42
Pogradec,Pogradec,40.89999612,20.66400062,35000,Albania,AL,ALB,Korçë,43
Korce,Korce,40.61667601,20.76666353,58259,Albania,AL,ALB,Korçë,44
Berat,Berat,40.70999705,19.97199958,46866,Albania,AL,ALB,Berat,45
Corovode,Corovode,40.51670403,20.23329663,14046,Albania,AL,ALB,Berat,46
Gramsh,Gramsh,40.86669601,20.19999652,11556,Albania,AL,ALB,Elbasan,47
Librazhd,Librazhd,41.20000211,20.3667036,12691,Albania,AL,ALB,Elbasan,48
Tepelene,Tepelene,40.2832981,20.03329854,11955,Albania,AL,ALB,Gjirokastër,49
Permet,Permet,40.23399605,20.35199756,10686,Albania,AL,ALB,Gjirokastër,50
Gjirokaster,Gjirokaster,40.07899809,20.14900256,23437,Albania,AL,ALB,Gjirokastër,51
Peshkopi,Peshkopi,41.6833021,20.43330349,14848,Albania,AL,ALB,Dibër,52
Burrel,Burrel,41.62599908,20.01600053,15405,Albania,AL,ALB,Dibër,53
Lezhe,Lezhe,41.78799914,19.65400254,18695,Albania,AL,ALB,Lezhë,54
Rreshen,Rreshen,41.78330106,19.81670459,10064,Albania,AL,ALB,Lezhë,55
Vlore,Vlore,40.47736005,19.49823075,89508.5,Albania,AL,ALB,Vlorë,56
Elbasan,Elbasan,41.12150677,20.08382808,132956.5,Albania,AL,ALB,Elbasan,57
Durres,Durres,41.3177997,19.44820797,132233,Albania,AL,ALB,Durrës,58
Shkoder,Shkoder,42.06845156,19.51884965,122006,Albania,AL,ALB,Shkodër,59
Tirana,Tirana,41.32754071,19.81888301,658318,Albania,AL,ALB,Durrës,60
Jijel,Jijel,36.82199703,5.76600356,148000,Algeria,DZ,DZA,Jijel,61
Tizi-Ouzou,Tizi-Ouzou,36.80000111,4.033332556,144000,Algeria,DZ,DZA,Tizi Ouzou,62
Bordj Bou Arreridj,Bordj Bou Arreridj,36.05900401,4.629996466,134500,Algeria,DZ,DZA,Bordj Bou Arréridj,63
M'sila,M'sila,35.7000031,4.545000584,125000,Algeria,DZ,DZA,M'Sila,64
Guelma,Guelma,36.46600213,7.427997486,123590,Algeria,DZ,DZA,Guelma,65
Oum el Bouaghi,Oum el Bouaghi,35.84999715,7.149996522,100821,Algeria,DZ,DZA,Oum el Bouaghi,66
Timimoun,Timimoun,29.23652163,0.269998737,26568,Algeria,DZ,DZA,Adrar,67
Sidi bel Abbes,Sidi bel Abbes,35.19034426,-0.639971559,200186.5,Algeria,DZ,DZA,Sidi Bel Abbès,68
Tlimcen,Tlimcen,34.89041424,-1.32000757,181059,Algeria,DZ,DZA,Tlemcen,69
Beni Ounif,Beni Ounif,32.04926984,-1.251381268,5628,Algeria,DZ,DZA,Béchar,70
Abadla,Abadla,31.01708478,-2.733306317,14364,Algeria,DZ,DZA,Béchar,71
Sefra,Sefra,32.76041506,-0.579949383,51118,Algeria,DZ,DZA,Naâma,72
Skikda,Skikda,36.88042198,6.899981647,193941.5,Algeria,DZ,DZA,Skikda,73
Djanet,Djanet,24.5529057,9.482252969,666,Algeria,DZ,DZA,Illizi,74
I-n-Amenas,I-n-Amenas,28.0503408,9.550000772,216,Algeria,DZ,DZA,Illizi,75
In Amguel,In Amguel,23.69394004,5.164738727,3030,Algeria,DZ,DZA,Tamanghasset,76
El Bayadh,El Bayadh,33.6903583,1.009953571,67413,Algeria,DZ,DZA,El Bayadh,77
El Oued,El Oued,33.37040367,6.859984089,177497,Algeria,DZ,DZA,Biskra,78
Hassi Messaoud,Hassi Messaoud,31.70234011,6.054451862,18124,Algeria,DZ,DZA,Ouargla,79
Chlef,Chlef,36.17041363,1.319960489,449167,Algeria,DZ,DZA,Chlef,80
Mascara,Mascara,35.40040895,0.14003251,108230,Algeria,DZ,DZA,Mascara,81
Mostaganem,Mostaganem,35.940376,0.089983885,159177,Algeria,DZ,DZA,Mostaganem,82
Saida,Saida,34.84039146,0.14003251,134855,Algeria,DZ,DZA,Saïda,83
Tiarat,Tiarat,35.38043601,1.319960489,184195,Algeria,DZ,DZA,Tiaret,84
Bejaia,Bejaia,36.76037762,5.070015827,274520,Algeria,DZ,DZA,Béjaïa,85
Blida,Blida,36.4203467,2.829997517,388174,Algeria,DZ,DZA,Blida,86
Bouira,Bouira,36.38047833,3.900009724,110144,Algeria,DZ,DZA,Bouira,87
Medea,Medea,36.27040753,2.770001179,145863.5,Algeria,DZ,DZA,Médéa,88
Souk Ahras,Souk Ahras,36.29038047,7.949995075,134947,Algeria,DZ,DZA,Souk Ahras,89
Tebessa,Tebessa,35.41043418,8.120010537,171742,Algeria,DZ,DZA,Tébessa,90
Adrar,Adrar,27.86999005,-0.289967083,56910,Algeria,DZ,DZA,Adrar,91
Reggane,Reggane,26.69998395,0.166645873,22351.5,Algeria,DZ,DZA,Adrar,92
Bechar,Bechar,31.61110537,-2.230003704,142415.5,Algeria,DZ,DZA,Béchar,93
Tindouf,Tindouf,27.67418805,-8.147782025,18270,Algeria,DZ,DZA,Tindouf,94
Illizi,Illizi,26.48335634,8.466604369,7293,Algeria,DZ,DZA,Illizi,95
Arak,Arak,25.2799931,3.749993041,423251,Algeria,DZ,DZA,Tamanghasset,96
I-n-Salah,I-n-Salah,27.21664492,2.466608845,28632,Algeria,DZ,DZA,Tamanghasset,97
El Golea,El Golea,30.56662132,2.883327595,32049,Algeria,DZ,DZA,Ghardaïa,98
Laghouat,Laghouat,33.80998924,2.880020303,108279,Algeria,DZ,DZA,Laghouat,99
Touggourt,Touggourt,33.0999809,6.05998124,91499,Algeria,DZ,DZA,Ouargla,100
Ouargla,Ouargla,31.96997235,5.340025186,176271,Algeria,DZ,DZA,Ouargla,101
Biskra,Biskra,34.85997683,5.73002722,202103,Algeria,DZ,DZA,Biskra,102
Djelfa,Djelfa,34.67998781,3.250023558,170901,Algeria,DZ,DZA,Djelfa,103
Setif,Setif,36.18002545,5.399969847,274744,Algeria,DZ,DZA,Sétif,104
Batna,Batna,35.56995933,6.170000365,269467,Algeria,DZ,DZA,Batna,105
Annaba,Annaba,36.92000612,7.759980834,355047,Algeria,DZ,DZA,Annaba,106
Constantine,Constantine,36.35998863,6.599948281,527638,Algeria,DZ,DZA,Constantine,107
Oran,Oran,35.71000246,-0.61997278,721992,Algeria,DZ,DZA,Oran,108
Tamanrasset,Tamanrasset,22.78500327,5.522804727,71808,Algeria,DZ,DZA,Tamanghasset,109
Ghardaia,Ghardaia,32.48999229,3.669997923,125480,Algeria,DZ,DZA,Ghardaïa,110
Algiers,Algiers,36.7630648,3.05055253,2665831.5,Algeria,DZ,DZA,Alger,111
Pago Pago,Pago Pago,-14.2766105,-170.7066451,12038,American Samoa,AS,ASM,,112
Andorra,Andorra,42.50000144,1.516485961,38127,Andorra,AD,AND,,113
Mucusso,Mucusso,-18.01953449,21.42999914,100,Angola,AO,AGO,Cuando Cubango,114
Lucapa,Lucapa,-8.419603659,20.74001542,25578,Angola,AO,AGO,Lunda Norte,115
Capenda-Camulemba,Capenda-Camulemba,-9.4195943,18.43002722,79842.5,Angola,AO,AGO,Lunda Norte,116
Saurimo,Saurimo,-9.659579652,20.39001094,40907,Angola,AO,AGO,Lunda Sul,117
Muconda,Muconda,-10.59962563,21.31998002,2324,Angola,AO,AGO,Lunda Sul,118
Cacolo,Cacolo,-10.14962726,19.2600024,984,Angola,AO,AGO,Lunda Sul,119
Caxito,Caxito,-8.579542217,13.65998246,15665.5,Angola,AO,AGO,Bengo,120
Camabatela,Camabatela,-8.189591859,15.37000728,12731,Angola,AO,AGO,Cuanza Norte,121
Ndalatando,Ndalatando,-9.299549948,14.90998368,8144,Angola,AO,AGO,Cuanza Norte,122
Quibala,Quibala,-10.72959186,14.97995357,5248.5,Angola,AO,AGO,Cuanza Sul,123
Calulo,Calulo,-9.999610577,14.90001013,795,Angola,AO,AGO,Cuanza Sul,124
Waku Kungo,Waku Kungo,-11.35952757,15.1199967,11519.5,Angola,AO,AGO,Cuanza Sul,125
Songo,Songo,-7.349591452,14.84998734,10579,Angola,AO,AGO,Uíge,126
Mbanza-Congo,Mbanza-Congo,-6.269605694,14.23999874,42201,Angola,AO,AGO,Zaire,127
Nzeto,Nzeto,-7.229598776,12.86003129,19705.5,Angola,AO,AGO,Zaire,128
Soyo,Soyo,-6.129614239,12.36998368,65329,Angola,AO,AGO,Zaire,129
Cabinda,Cabinda,-5.55962319,12.18999467,78905.5,Angola,AO,AGO,Cabinda,130
Calucinga,Calucinga,-11.31958169,16.19998246,531,Angola,AO,AGO,Bié,131
Camacupa,Camacupa,-12.01959064,17.46998246,19489,Angola,AO,AGO,Bié,132
Cubal,Cubal,-13.03958006,14.23999874,4837,Angola,AO,AGO,Benguela,133
Mavinga,Mavinga,-15.7895414,20.36003861,30000,Angola,AO,AGO,Cuando Cubango,134
Cuito Caunavale,Cuito Caunavale,-15.15960569,19.16998205,149,Angola,AO,AGO,Cuando Cubango,135
Luiana,Luiana,-17.36954832,22.99998083,150,Angola,AO,AGO,Cuando Cubango,136
Ondjiva,Ondjiva,-17.06961831,15.73003699,8748,Angola,AO,AGO,Cunene,137
Chitado,Chitado,-17.31962889,13.92001827,468.5,Angola,AO,AGO,Cunene,138
Chibemba,Chibemba,-15.74959552,14.0800085,1502,Angola,AO,AGO,Huíla,139
Chibia,Chibia,-15.1896297,13.69000647,1411,Angola,AO,AGO,Huíla,140
Quipungo,Quipungo,-14.82954832,14.55000565,186,Angola,AO,AGO,Huíla,141
Luau,Luau,-10.7095414,22.23000199,9964,Angola,AO,AGO,Moxico,142
Cangamba,Cangamba,-13.69959145,19.86001745,1307,Angola,AO,AGO,Moxico,143
Lumbala Nguimbo,Lumbala Nguimbo,-14.09961871,21.44002437,25,Angola,AO,AGO,Moxico,144
Cazombo,Cazombo,-11.88957273,22.90003861,298,Angola,AO,AGO,Moxico,145
Dundo,Dundo,-7.380028871,20.82998409,11985,Angola,AO,AGO,Lunda Norte,146
Ambriz,Ambriz,-7.85498696,13.12502803,17000,Angola,AO,AGO,Bengo,147
Dondo,Dondo,-9.690017071,14.43001298,2353,Angola,AO,AGO,Cuanza Norte,148
Sumbe,Sumbe,-11.21002765,13.8499967,29638.5,Angola,AO,AGO,Cuanza Sul,149
Uige,Uige,-7.620014222,15.04997514,56787.5,Angola,AO,AGO,Uíge,150
Kuito,Kuito,-12.38003375,16.93998897,113955,Angola,AO,AGO,Bié,151
Lobito,Lobito,-12.37000853,13.54123002,170733,Angola,AO,AGO,Benguela,152
Xangongo,Xangongo,-16.74002602,14.96998002,447,Angola,AO,AGO,Cunene,153
Luena,Luena,-11.79004393,19.90001501,17276.5,Angola,AO,AGO,Moxico,154
Tômbua,Tombua,-15.80003172,11.85998897,40000,Angola,AO,AGO,Namibe,155
Malanje,Malanje,-9.540000388,16.34002559,106451,Angola,AO,AGO,Malanje,156
Benguela,Benguela,-12.57826455,13.40723303,142017,Angola,AO,AGO,Benguela,157
Lubango,Lubango,-14.91000853,13.49001868,114086.5,Angola,AO,AGO,Huíla,158
Namibe,Namibe,-15.19004311,12.16002234,128130.5,Angola,AO,AGO,Namibe,159
Menongue,Menongue,-14.66661253,17.69999426,13030,Angola,AO,AGO,Cuando Cubango,160
Huambo,Huambo,-12.74998533,15.76000932,986000,Angola,AO,AGO,Huambo,161
Luanda,Luanda,-8.838286114,13.23442704,3562086,Angola,AO,AGO,Luanda,162
Artigas Base,Artigas Base,-62.17388669,-58.86386407,34.5,Antarctica,AQ,ATA,,163
Capitan Arturo Prat Station,Capitan Arturo Prat Station,-62.49950682,-59.68331852,41,Antarctica,AQ,ATA,,164
Marambio Station,Vicecomodoro Marambio Station,-64.23288939,-56.6500153,102.5,Antarctica,AQ,ATA,,165
Zucchelli Station,Terra Nova Bay,-74.61919259,164.2190271,60,Antarctica,AQ,ATA,,166
Rothera Station,Rothera Station,-67.5647756,-68.12354055,76,Antarctica,AQ,ATA,,167
Palmer Station,Palmer Station,-64.76241335,-64.0468756,30.5,Antarctica,AQ,ATA,,168
Base Presidente Montalva,Teniente Rodolfo Marsh Station,-62.18274357,-58.90765233,115,Antarctica,AQ,ATA,,169
Carlini Station,Teniente Jubany Station,-62.22414386,-58.65047599,40,Antarctica,AQ,ATA,,170
King Sejong Station,King Sejong Station,-62.2248534,-58.77159876,53.5,Antarctica,AQ,ATA,,171
Great Wall Station,Great Wall Station,-62.21631997,-58.9666956,26,Antarctica,AQ,ATA,,172
Escudero Base,Escudero Station,-62.19496251,-58.95266582,20,Antarctica,AQ,ATA,,173
Elephant Island,Elephant Island South Shetland Islands,-61.99958901,-57.99998458,3,Antarctica,AQ,ATA,,174
Scott Base,Scott Base,-77.84693819,166.7491023,49.5,Antarctica,AQ,ATA,,175
McMurdo Station,McMurdo Station,-77.73228239,166.8694157,600,Antarctica,AQ,ATA,,176
Zhongshan Station,Zhongshan Station,-69.43406299,76.33929808,42.5,Antarctica,AQ,ATA,,177
Vostok,Vostok,-78.46628416,106.8000337,19,Antarctica,AQ,ATA,,178
Peter I Island,Peter I Island,-68.83286701,90.49999508,0.5,Antarctica,AQ,ATA,,179
Mirny Station,Mirny Station,-66.57552952,93.00628846,114.5,Antarctica,AQ,ATA,,180
Mawson Station,Mawson Station,-67.61452032,62.87500073,40,Antarctica,AQ,ATA,,181
Davis Station,Davis Station,-68.77767439,78.14073509,45,Antarctica,AQ,ATA,,182
Concordia Research Station,Concordia Research Station,-74.66630939,124.1670357,15,Antarctica,AQ,ATA,,183
Casey Station,Casey Station,-66.28608614,110.536214,125,Antarctica,AQ,ATA,,184
Amundsen–Scott South Pole Station,Amundsen–Scott South Pole Station,-89.98289386,139.2669926,125,Antarctica,AQ,ATA,,185
Wasa Station,Wasa Station,-73.0496122,-13.41671106,5,Antarctica,AQ,ATA,,186
Troll Station,Troll Station,-72.01629026,2.533323119,25.5,Antarctica,AQ,ATA,,187
Svea Station,Svea Station,-74.58290363,-11.21669031,5,Antarctica,AQ,ATA,,188
Novolazarevskaya Station,Novolazarevskaya Station,-71.30123475,-11.8502129,35,Antarctica,AQ,ATA,,189
Neumayer Station III,Neumayer,-70.89039668,-7.838438004,40,Antarctica,AQ,ATA,,190
Maitri Station,Maitri Station,-70.7821796,11.7304584,33,Antarctica,AQ,ATA,,191
Halley Station,Halley Station,-76.09226319,-26.4741567,43,Antarctica,AQ,ATA,,192
Belgrano Station,General Belgrano Station,-77.86632078,-34.61668319,57,Antarctica,AQ,ATA,,193
Camp Sobral,Doctor Sobral,-81.17908472,-40.50153152,20,Antarctica,AQ,ATA,,194
Aboa Station,Aboa Station,-75.04959349,-13.41671106,15,Antarctica,AQ,ATA,,195
San Martín Station,San Martín Station,-68.1163216,-67.0999976,19,Antarctica,AQ,ATA,,196
Gen. O'Higgins Station,General Bernado O'Higgins Station,-63.32841823,-57.88959352,30,Antarctica,AQ,ATA,,197
Esperanza Station,Esperanza Station,-63.37532865,-57.02590151,152.5,Antarctica,AQ,ATA,,198
Orcadas Station,Orcadas Station,-60.7328963,-44.73330082,29.5,Antarctica,AQ,ATA,,199
Signy Research Station,Signy Island,-60.63130815,-45.60070332,4,Antarctica,AQ,ATA,,200
Dumont d'Urville Station,Dumont d'Urville Station,-66.77505091,139.9636836,75,Antarctica,AQ,ATA,,201
Showa Station,Showa Station,-69.03039249,39.7460831,50,Antarctica,AQ,ATA,,202
Saint John's,Saint John's,17.11803652,-61.85003382,29862.5,Antigua and Barbuda,AG,ATG,,203
28 de Noviembre,28 de Noviembre,-51.65003986,-72.30001612,5300,Argentina,AR,ARG,Santa Cruz,204
Gobernador Gregores,Gobernador Gregores,-48.76659829,-70.25001205,2519,Argentina,AR,ARG,Santa Cruz,205
Comondante Luis Piedrabuena,Comondante Luis Piedrabuena,-49.97454865,-68.90347273,410,Argentina,AR,ARG,Santa Cruz,206
Paso Rio Mayo,Paso Rio Mayo,-45.68337563,-70.26657434,1825,Argentina,AR,ARG,Chubut,207
Alto Rio Sanguer,Alto Rio Sanguer,-45.03328611,-70.83328394,1548,Argentina,AR,ARG,Chubut,208
El Maiten,El Maiten,-42.05000568,-71.16662276,4269,Argentina,AR,ARG,Chubut,209
Puerto Madryn,Puerto Madryn,-42.77001341,-65.04001998,61159,Argentina,AR,ARG,Chubut,210
Trelew,Trelew,-43.25003579,-65.3299506,93128.5,Argentina,AR,ARG,Chubut,211
Las Heras,Las Heras,-32.82503904,-68.80167668,66663,Argentina,AR,ARG,Mendoza,212
San Martin,San Martin,-33.06998533,-68.49001612,99974,Argentina,AR,ARG,Mendoza,213
Uspallata,Uspallata,-32.59311522,-69.34598454,2390,Argentina,AR,ARG,Mendoza,214
Cutral Co,Cutral Co,-38.94001463,-69.24002202,47597,Argentina,AR,ARG,Neuquén,215
Punta Alta,Punta Alta,-38.87996662,-62.0799681,55969.5,Argentina,AR,ARG,Ciudad de Buenos Aires,216
San Nicolas,San Nicolas,-33.33002114,-60.24000289,117123.5,Argentina,AR,ARG,Ciudad de Buenos Aires,217
Campana,Campana,-34.15999632,-58.95997766,77149.5,Argentina,AR,ARG,Ciudad de Buenos Aires,218
Chacabuco,Chacabuco,-34.65004393,-60.48998763,26645,Argentina,AR,ARG,Ciudad de Buenos Aires,219
Mercedes,Mercedes,-34.66001748,-59.44002588,48408.5,Argentina,AR,ARG,Ciudad de Buenos Aires,220
Lincoln,Lincoln,-34.88000405,-61.53994938,19924,Argentina,AR,ARG,Ciudad de Buenos Aires,221
Chivilcoy,Chivilcoy,-34.89995115,-60.03998926,43719,Argentina,AR,ARG,Ciudad de Buenos Aires,222
Veinticinco de Mayo,Veinticinco de Mayo,-35.42999632,-60.17998071,18749,Argentina,AR,ARG,Ciudad de Buenos Aires,223
Nueve de Julio,Nueve de Julio,-35.44596434,-60.88998906,26716,Argentina,AR,ARG,Ciudad de Buenos Aires,224
Dolores,Dolores,-36.33004474,-57.68997766,21586.5,Argentina,AR,ARG,Ciudad de Buenos Aires,225
Pedro Luro,Pedro Luro,-39.48334064,-62.68331629,7100,Argentina,AR,ARG,Ciudad de Buenos Aires,226
Tres Arroyos,Tres Arroyos,-38.3699719,-60.26994938,34773.5,Argentina,AR,ARG,Ciudad de Buenos Aires,227
Coronel Suarez,Coronel Suarez,-37.46661619,-61.9166189,20713,Argentina,AR,ARG,Ciudad de Buenos Aires,228
Balcarce,Balcarce,-37.83331216,-58.24999516,18967,Argentina,AR,ARG,Ciudad de Buenos Aires,229
25 de Mayo,25 de Mayo,-37.80003253,-67.68329533,17430,Argentina,AR,ARG,Río Negro,230
General Roca,General Roca,-39.01995807,-67.60996647,38578,Argentina,AR,ARG,Río Negro,231
Comallo,Comallo,-41.03332355,-70.26657434,741,Argentina,AR,ARG,Río Negro,232
Ingeniero Jacobacci,Ingeniero Jacobacci,-41.30002562,-69.58330855,5719,Argentina,AR,ARG,Río Negro,233
General Conesa,General Conesa,-40.10004718,-64.43328699,2958,Argentina,AR,ARG,Río Negro,234
Choele Choel,Choele Choel,-39.26660968,-65.68331405,9895.5,Argentina,AR,ARG,Río Negro,235
San Francisco,San Francisco,-31.43003375,-62.08996749,43231,Argentina,AR,ARG,Córdoba,236
Alta Gracia,Alta Gracia,-31.65999388,-64.4299797,30593,Argentina,AR,ARG,Córdoba,237
Villa Maria,Villa Maria,-32.41002562,-63.26002527,76701,Argentina,AR,ARG,Córdoba,238
Bell Ville,Bell Ville,-32.60003986,-62.67995732,29605,Argentina,AR,ARG,Córdoba,239
Villa Rumipal,Villa Rumipal,-32.18332111,-64.48328394,1269,Argentina,AR,ARG,Córdoba,240
Villa Carlos Paz,Villa Carlos Paz,-31.42000853,-64.50000126,60256,Argentina,AR,ARG,Córdoba,241
Chumbicha,Chumbicha,-28.86662433,-66.23330632,2572,Argentina,AR,ARG,Catamarca,242
Tinogasta,Tinogasta,-28.06662148,-67.56658411,587,Argentina,AR,ARG,Catamarca,243
Abra Pampa,Abra Pampa,-22.7166638,-65.6999797,4480,Argentina,AR,ARG,Jujuy,244
Humahuaca,Humahuaca,-23.19999347,-65.34994938,11369,Argentina,AR,ARG,Jujuy,245
Susques,Susques,-23.41667275,-66.4833169,1093,Argentina,AR,ARG,Jujuy,246
Chepes,Chepes,-31.34998696,-66.5999506,6020,Argentina,AR,ARG,La Rioja,247
Yacuiba,Yacuiba,-22.03003904,-63.69999841,64811,Argentina,AR,ARG,Salta,248
Tartagal,Tartagal,-22.55000731,-63.81001754,59996.5,Argentina,AR,ARG,Salta,249
Joaquin V. Gonzalez,Joaquin V. Gonzalez,-25.08334105,-64.18335392,13376,Argentina,AR,ARG,Salta,250
General Guemes,General Guemes,-24.6666223,-65.04996769,19828,Argentina,AR,ARG,Salta,251
Trancas,Trancas,-26.21665688,-65.28331262,1599,Argentina,AR,ARG,Tucumán,252
Presidencia Roque Saenz Pena,Presidencia Roque Saenz Pena,-26.7900069,-60.45001591,75958,Argentina,AR,ARG,Chaco,253
Pampa del Infierno,Pampa del Infierno,-26.51658689,-61.16658716,2921,Argentina,AR,ARG,Chaco,254
Villa Angela,Villa Angela,-27.58329181,-60.7166663,30051,Argentina,AR,ARG,Chaco,255
Ingeniero Guillermo N. Juarez,Ingeniero Guillermo N. Juarez,-23.90000242,-61.84998214,6453,Argentina,AR,ARG,Formosa,256
Comandante Fontana,Comandante Fontana,-25.33329995,-59.68331852,4277,Argentina,AR,ARG,Formosa,257
Doctor Pedro P. Pena,Doctor Pedro P. Pena,-22.47998574,-62.29998051,6143,Argentina,AR,ARG,Formosa,258
San Lorenzo,San Lorenzo,-28.12000324,-58.76998926,25833.5,Argentina,AR,ARG,Corrientes,259
Corrientes,Corrientes,-27.48996417,-58.80998682,339945,Argentina,AR,ARG,Corrientes,260
Concepcion del Uruguay,Concepcion del Uruguay,-32.47999551,-58.23999577,48275,Argentina,AR,ARG,Entre Ríos,261
Victoria,Victoria,-32.61001341,-60.17998071,20032.5,Argentina,AR,ARG,Entre Ríos,262
Gualeguay,Gualeguay,-33.15003213,-59.34000615,25913,Argentina,AR,ARG,Entre Ríos,263
Parana,Parana,-31.73332273,-60.53334416,226852,Argentina,AR,ARG,Entre Ríos,264
Villa Constitucion,Villa Constitucion,-33.23002724,-60.35002202,30282.5,Argentina,AR,ARG,Santa Fe,265
Rafaela,Rafaela,-31.25004474,-61.49997766,69649,Argentina,AR,ARG,Santa Fe,266
Eldorado,Eldorado,-26.20001707,-54.59998539,17365,Argentina,AR,ARG,Misiones,267
Rodeo,Rodeo,-30.21558592,-69.1399506,701,Argentina,AR,ARG,San Juan,268
Las Plumas,Las Plumas,-43.41627887,-67.24998845,605,Argentina,AR,ARG,Chubut,269
Gastre,Gastre,-42.28296303,-69.23330408,557,Argentina,AR,ARG,Chubut,270
Telsen,Telsen,-42.39959674,-66.95000676,493,Argentina,AR,ARG,Chubut,271
Malargue,Malargue,-35.46611815,-69.58330855,11847,Argentina,AR,ARG,Mendoza,272
Tunuyan,Tunuyan,-33.56618244,-69.01667647,22834,Argentina,AR,ARG,Mendoza,273
La Paz,La Paz,-33.46613686,-67.54999597,4400,Argentina,AR,ARG,Mendoza,274
Chos Malal,Chos Malal,-37.38295205,-70.26657434,8556,Argentina,AR,ARG,Neuquén,275
Las Lajas,Las Lajas,-38.51626788,-70.36659408,1218,Argentina,AR,ARG,Neuquén,276
Zarate,Zarate,-34.08956134,-59.04002446,86192,Argentina,AR,ARG,Ciudad de Buenos Aires,277
Carhue,Carhue,-37.1828609,-62.73331323,7190,Argentina,AR,ARG,Ciudad de Buenos Aires,278
Darregueira,Darregueira,-37.69957355,-63.16659428,3412,Argentina,AR,ARG,Ciudad de Buenos Aires,279
